orderid,customerid,storeid,orderdate
5932,1385,23,6/30/2018
5933,1132,4,2/14/2018
5934,1293,23,8/29/2018
5935,1348,21,3/30/2018
5936,1087,32,3/10/2018
5937,1568,49,11/18/2017
5938,1810,90,8/25/2018
5939,1588,90,11/19/2017
5940,1101,37,4/1/2018
5941,1037,42,5/28/2018
5942,1432,59,3/12/2018
5943,1010,6,9/24/2017
5944,1557,70,4/28/2018
5945,1543,88,8/4/2018
5946,1833,66,12/3/2017
5947,1545,4,4/1/2018
5948,1756,30,3/12/2018
5949,1440,93,5/9/2018
5950,1598,62,4/6/2018
5951,1921,75,10/21/2017
5952,1282,49,4/7/2018
5953,1918,52,10/28/2017
5954,1590,35,7/7/2018
5955,1165,37,7/29/2018
5956,1508,51,10/27/2017
5957,1132,73,12/23/2017
5958,1076,8,5/16/2018
5959,1385,42,7/30/2018
5960,1587,31,6/17/2018
5961,1162,66,11/23/2017
5962,1488,34,3/7/2018
5963,1991,45,9/26/2017
5964,1660,95,2/9/2018
5965,1865,49,7/14/2018
5966,1371,6,12/20/2017
5967,1712,57,4/19/2018
5968,1606,27,5/26/2018
5969,1911,100,9/8/2018
5970,1655,39,5/19/2018
5971,1864,37,1/5/2018
5972,1887,69,3/30/2018
5973,1258,33,6/30/2018
5974,1420,29,4/9/2018
5975,1938,63,11/15/2017
5976,1832,27,1/22/2018
5977,1260,39,5/30/2018
5978,1259,56,7/7/2018
5979,1534,34,1/17/2018
5980,1685,23,8/1/2018
5981,1945,100,1/23/2018
5982,1987,12,9/3/2018
5983,1749,54,8/6/2018
5984,1435,81,3/11/2018
5985,1070,57,4/2/2018
5986,1980,81,5/17/2018
5987,1631,15,8/25/2018
5988,1570,5,8/7/2018
5989,1381,98,4/10/2018
5990,1221,62,9/3/2018
5991,1037,95,8/20/2018
5992,1952,10,6/5/2018
5993,1642,13,2/11/2018
5994,1740,55,4/29/2018
5995,1728,43,9/20/2017
5996,1461,62,8/19/2018
5997,1041,6,10/23/2017
5998,1630,39,3/19/2018
5999,1583,50,12/14/2017
6000,1419,67,8/23/2018
