orderid,customerid,storeid,orderdate
2932,1910,82,1/15/2018
2933,1143,85,7/17/2018
2934,1536,53,11/17/2017
2935,1071,79,9/21/2017
2936,1917,2,10/8/2017
2937,1349,93,2/5/2018
2938,1233,76,4/13/2018
2939,1953,95,5/17/2018
2940,1828,95,5/31/2018
2941,1369,60,9/16/2017
2942,1043,65,4/6/2018
2943,1755,17,10/18/2017
2944,1274,80,2/10/2018
2945,1739,100,8/12/2018
2946,1743,72,5/26/2018
2947,1953,24,8/27/2018
2948,1824,40,3/5/2018
2949,1696,97,4/21/2018
2950,1732,31,9/16/2017
2951,1320,35,1/19/2018
2952,1000,41,10/31/2017
2953,1429,42,3/27/2018
2954,1156,93,6/10/2018
2955,1898,90,3/31/2018
2956,1388,89,3/8/2018
2957,1291,71,10/23/2017
2958,1525,48,7/8/2018
2959,1999,44,11/10/2017
2960,1487,18,1/2/2018
2961,1571,32,12/17/2017
2962,1745,75,12/5/2017
2963,1645,33,5/25/2018
2964,1687,19,8/6/2018
2965,1025,17,1/31/2018
2966,1237,50,2/4/2018
2967,1149,76,12/6/2017
2968,1276,87,12/22/2017
2969,1360,48,5/16/2018
2970,1098,11,9/18/2017
2971,1369,23,1/2/2018
2972,1311,35,7/19/2018
2973,1096,31,2/15/2018
2974,1270,13,8/8/2018
2975,1348,99,12/10/2017
2976,1355,17,2/28/2018
2977,1625,12,8/17/2018
2978,1875,33,6/1/2018
2979,1935,70,9/25/2017
2980,1188,39,4/17/2018
2981,1946,47,3/14/2018
2982,1919,1,3/4/2018
2983,1054,74,1/17/2018
2984,1673,74,9/30/2017
2985,1583,47,11/9/2017
2986,1325,36,12/7/2017
2987,1209,37,8/13/2018
2988,1700,40,6/14/2018
2989,1255,71,6/8/2018
2990,1347,31,6/28/2018
2991,1082,75,3/29/2018
2992,1855,95,5/26/2018
2993,1575,43,1/6/2018
2994,1500,21,4/20/2018
2995,1757,74,11/4/2017
2996,1414,1,5/3/2018
2997,1884,95,11/27/2017
2998,1597,1,7/10/2018
2999,1871,9,8/28/2018
3000,1153,54,2/11/2018
