orderid,customerid,storeid,orderdate
3932,1826,20,5/20/2018
3933,1567,98,2/24/2018
3934,1541,21,7/30/2018
3935,1154,34,6/10/2018
3936,1597,16,12/2/2017
3937,1799,9,2/27/2018
3938,1041,26,6/8/2018
3939,1189,43,11/16/2017
3940,1125,56,11/29/2017
3941,1605,76,3/31/2018
3942,1186,82,4/19/2018
3943,1916,24,10/28/2017
3944,1873,28,6/4/2018
3945,1038,91,8/3/2018
3946,1445,36,8/26/2018
3947,1196,46,11/25/2017
3948,1252,67,1/5/2018
3949,1350,88,6/12/2018
3950,1452,72,12/9/2017
3951,1658,89,9/24/2017
3952,1775,19,10/14/2017
3953,1197,9,9/25/2017
3954,1286,66,6/4/2018
3955,1188,100,5/22/2018
3956,1340,52,1/26/2018
3957,1076,20,12/21/2017
3958,1353,94,4/21/2018
3959,1094,13,2/24/2018
3960,1501,88,8/4/2018
3961,1251,36,9/29/2017
3962,1820,78,7/26/2018
3963,1469,84,12/18/2017
3964,1291,79,10/2/2017
3965,1005,16,11/8/2017
3966,1613,90,11/5/2017
3967,1854,22,4/20/2018
3968,1075,50,2/23/2018
3969,1439,74,4/20/2018
3970,1239,38,7/25/2018
3971,1994,45,2/10/2018
3972,1768,30,7/10/2018
3973,1019,71,4/8/2018
3974,1841,26,2/1/2018
3975,1947,54,3/31/2018
3976,1888,48,4/19/2018
3977,1103,14,9/16/2017
3978,1567,90,6/23/2018
3979,1267,77,9/24/2017
3980,1905,46,9/14/2017
3981,1441,24,2/2/2018
3982,1405,68,4/18/2018
3983,1542,70,5/19/2018
3984,1959,39,12/14/2017
3985,1751,27,5/18/2018
3986,1620,30,9/11/2017
3987,1296,14,12/13/2017
3988,1602,95,3/18/2018
3989,1833,97,7/28/2018
3990,1367,58,3/2/2018
3991,1701,97,2/19/2018
3992,1561,78,5/26/2018
3993,1246,11,10/25/2017
3994,1077,15,9/30/2017
3995,1477,4,6/14/2018
3996,1000,46,11/1/2017
3997,1754,28,1/16/2018
3998,1593,17,2/13/2018
3999,1403,85,6/29/2018
4000,1733,54,6/17/2018
