orderid,customerid,storeid,orderdate
4932,1224,82,11/9/2017
4933,1382,64,4/18/2018
4934,1615,90,7/10/2018
4935,1096,31,9/20/2017
4936,1759,51,5/6/2018
4937,1675,16,12/29/2017
4938,1902,60,9/6/2018
4939,1265,44,1/28/2018
4940,1572,58,3/17/2018
4941,1939,32,1/20/2018
4942,1333,97,3/13/2018
4943,1163,14,8/9/2018
4944,1755,93,11/29/2017
4945,1145,45,2/15/2018
4946,1309,89,11/22/2017
4947,1876,87,6/4/2018
4948,1827,96,2/7/2018
4949,1413,10,4/5/2018
4950,1242,88,1/22/2018
4951,1334,65,12/21/2017
4952,1311,69,5/25/2018
4953,1011,100,1/14/2018
4954,1960,3,3/21/2018
4955,1108,86,1/23/2018
4956,1214,49,2/9/2018
4957,1996,100,5/27/2018
4958,1610,19,5/13/2018
4959,1055,88,11/26/2017
4960,1174,85,1/2/2018
4961,1346,41,2/19/2018
4962,1474,36,2/24/2018
4963,1130,38,10/13/2017
4964,1766,1,1/22/2018
4965,1159,31,3/31/2018
4966,1668,14,9/10/2018
4967,1528,18,12/12/2017
4968,1726,18,12/27/2017
4969,1647,17,2/28/2018
4970,1580,6,11/20/2017
4971,1070,92,10/10/2017
4972,1544,16,1/28/2018
4973,1297,9,12/6/2017
4974,1556,87,5/11/2018
4975,1575,6,6/27/2018
4976,1165,25,10/28/2017
4977,1942,41,11/9/2017
4978,1546,18,10/13/2017
4979,1831,28,8/1/2018
4980,1072,100,9/7/2018
4981,1205,71,3/18/2018
4982,1708,85,11/10/2017
4983,1655,48,10/20/2017
4984,1409,13,8/9/2018
4985,1588,47,2/19/2018
4986,1610,84,2/27/2018
4987,1827,73,5/25/2018
4988,1111,82,9/6/2018
4989,1551,100,6/22/2018
4990,1630,22,8/24/2018
4991,1041,48,6/20/2018
4992,1391,87,1/6/2018
4993,1452,12,10/14/2017
4994,1847,100,6/1/2018
4995,1143,62,7/11/2018
4996,1096,81,12/31/2017
4997,1833,45,5/11/2018
4998,1965,79,4/13/2018
4999,1716,4,7/3/2018
5000,1138,45,8/25/2018
