itemid, orderid,productid,quantity,productname
24840 , 1672 , 35 , 1.0 , Maine Wild Blueberries
24841 , 1672 , 7 , 1.0 , pink lady
24842 , 1672 , 43 , 1.0 , T-bone steak
24843 , 1672 , 6 , 1.0 , Pivotal Smoothie
24844 , 1672 , 67 , 1.0 , Mom's Old Fashioned Mayo
24845 , 1672 , 32 , 1.0 , Vermot Extra Sharp Cheddar
24846 , 1672 , 28 , 1.0 , Land O Lakes Butter
24847 , 1672 , 62 , 1.0 , Donut King 6 pack
24848 , 1672 , 19 , 1.0 , dole pineapple
24849 , 1673 , 47 , 1.0 , Ball Park Franks
24850 , 1673 , 49 , 1.0 , Leg of lamb
24851 , 1673 , 59 , 1.0 , Zabar's Old Fahsioned Rye
24852 , 1673 , 77 , 1.0 , Pivotal Baked Beans
24853 , 1673 , 60 , 1.0 , Organic Whole Wheat Bread
24854 , 1673 , 54 , 1.0 , Vermonter Mild Cheddar
24855 , 1673 , 47 , 1.0 , Ball Park Franks
24856 , 1673 , 79 , 1.0 , Devil's Delight Blazing Hot Sauasage
24857 , 1673 , 46 , 1.0 , Clucker Farms Organic Chicken
24858 , 1673 , 68 , 1.0 , Heinz Ketchup Quart Bottle
24859 , 1673 , 24 , 1.0 , seedless watermelon
24860 , 1673 , 28 , 1.0 , Land O Lakes Butter
24861 , 1673 , 67 , 1.0 , Mom's Old Fashioned Mayo
24862 , 1673 , 72 , 1.0 , K-Town Half Sour Pickles
24863 , 1673 , 80 , 1.0 , Pivotal Stomach Calmer
24864 , 1674 , 3 , 1.0 , Chateau Potomac Water
24865 , 1674 , 79 , 1.0 , Devil's Delight Blazing Hot Sauasage
24866 , 1674 , 18 , 1.0 , california navels
24867 , 1674 , 26 , 1.0 , Pivotal 2% Milk
24868 , 1674 , 29 , 1.0 , Breakstone Whole Milk Cottage Cheese 
24869 , 1674 , 31 , 1.0 , Free Range Extra Large
24870 , 1674 , 25 , 1.0 , ugli fruit
24871 , 1674 , 34 , 1.0 , Pivotal Small Frozen Peas
24872 , 1675 , 64 , 1.0 , Ballpark Hot Dog Rolls
24873 , 1675 , 75 , 1.0 , Happy Valley Diced Tomatoes
24874 , 1675 , 5 , 1.0 , Boone Farms Swill
24875 , 1675 , 16 , 1.0 , Honeydew
24876 , 1675 , 26 , 1.0 , Pivotal 2% Milk
24877 , 1675 , 52 , 1.0 , Porky Pig Smoked Ham
24878 , 1675 , 41 , 1.0 , 12 inch Dinner Plates
24879 , 1675 , 48 , 1.0 , Porky Pig Everloving Bacon
24880 , 1675 , 39 , 1.0 , Pivotal Soft and Smooth 24 pack
24881 , 1675 , 46 , 1.0 , Clucker Farms Organic Chicken
24882 , 1675 , 11 , 1.0 , white eggplant
24883 , 1675 , 53 , 1.0 , Old Zurich Swiss Cheese
24884 , 1675 , 17 , 1.0 , napa
24885 , 1675 , 34 , 1.0 , Pivotal Small Frozen Peas
24886 , 1675 , 51 , 1.0 , Elmer's Roast Beef
24887 , 1675 , 46 , 1.0 , Clucker Farms Organic Chicken
24888 , 1675 , 59 , 1.0 , Zabar's Old Fahsioned Rye
24889 , 1675 , 11 , 1.0 , white eggplant
24890 , 1675 , 63 , 1.0 , Mom's extra frosting birthday cake
24891 , 1675 , 66 , 1.0 , Old Italy Olive Oil
24892 , 1675 , 65 , 1.0 , Mr Peanut Peanut Oil
24893 , 1675 , 18 , 1.0 , california navels
24894 , 1676 , 41 , 1.0 , 12 inch Dinner Plates
24895 , 1676 , 46 , 1.0 , Clucker Farms Organic Chicken
24896 , 1676 , 32 , 1.0 , Vermot Extra Sharp Cheddar
24897 , 1676 , 74 , 1.0 , Happy Valley Green Beans
24898 , 1676 , 15 , 1.0 , Meyer Lemons
24899 , 1676 , 42 , 1.0 , Floral Print Napkins
24900 , 1676 , 50 , 1.0 , Kosher salami
24901 , 1676 , 14 , 1.0 , horseradish
24902 , 1676 , 37 , 1.0 , Uggo Waffles
24903 , 1677 , 40 , 1.0 , Husky Paper towels
24904 , 1677 , 53 , 1.0 , Old Zurich Swiss Cheese
24905 , 1677 , 73 , 1.0 , Happy Valley Sweet Corn
24906 , 1677 , 50 , 1.0 , Kosher salami
24907 , 1677 , 75 , 1.0 , Happy Valley Diced Tomatoes
24908 , 1677 , 11 , 1.0 , white eggplant
24909 , 1677 , 35 , 1.0 , Maine Wild Blueberries
24910 , 1677 , 80 , 1.0 , Pivotal Stomach Calmer
24911 , 1677 , 3 , 1.0 , Chateau Potomac Water
24912 , 1677 , 59 , 1.0 , Zabar's Old Fahsioned Rye
24913 , 1677 , 45 , 1.0 , Porky Pig Big Chops
24914 , 1677 , 68 , 1.0 , Heinz Ketchup Quart Bottle
24915 , 1677 , 30 , 1.0 , Pivotal 1/2 and 1/2
24916 , 1677 , 59 , 1.0 , Zabar's Old Fahsioned Rye
24917 , 1677 , 47 , 1.0 , Ball Park Franks
24918 , 1677 , 25 , 1.0 , ugli fruit
24919 , 1677 , 14 , 1.0 , horseradish
24920 , 1678 , 35 , 1.0 , Maine Wild Blueberries
24921 , 1678 , 82 , 1.0 , BabyBum Disposable Diapers
24922 , 1678 , 25 , 1.0 , ugli fruit
24923 , 1678 , 67 , 1.0 , Mom's Old Fashioned Mayo
24924 , 1678 , 23 , 1.0 , red top turnip
24925 , 1678 , 63 , 1.0 , Mom's extra frosting birthday cake
24926 , 1678 , 78 , 1.0 , Jasper's Pizza Sauce
24927 , 1678 , 70 , 1.0 , Homer's Strawberry Jam
24928 , 1678 , 9 , 1.0 , Kirby cukes
24929 , 1678 , 33 , 1.0 , Ben and Jerry's Cherry Garcia
24930 , 1678 , 41 , 1.0 , 12 inch Dinner Plates
24931 , 1678 , 42 , 1.0 , Floral Print Napkins
24932 , 1678 , 10 , 1.0 , dill
24933 , 1678 , 20 , 1.0 , quince ?
24934 , 1678 , 21 , 1.0 , black radish
24935 , 1678 , 55 , 1.0 , Mom's Cole Slaw
24936 , 1678 , 23 , 1.0 , red top turnip
24937 , 1679 , 37 , 1.0 , Uggo Waffles
24938 , 1679 , 77 , 1.0 , Pivotal Baked Beans
24939 , 1679 , 69 , 1.0 , Ball Park Mustard
24940 , 1679 , 51 , 1.0 , Elmer's Roast Beef
24941 , 1679 , 19 , 1.0 , dole pineapple
24942 , 1679 , 17 , 1.0 , napa
24943 , 1679 , 11 , 1.0 , white eggplant
24944 , 1679 , 72 , 1.0 , K-Town Half Sour Pickles
24945 , 1679 , 24 , 1.0 , seedless watermelon
24946 , 1679 , 80 , 1.0 , Pivotal Stomach Calmer
24947 , 1679 , 29 , 1.0 , Breakstone Whole Milk Cottage Cheese 
24948 , 1679 , 55 , 1.0 , Mom's Cole Slaw
24949 , 1679 , 59 , 1.0 , Zabar's Old Fahsioned Rye
24950 , 1679 , 36 , 1.0 , Jasper's White Pizza
24951 , 1679 , 38 , 1.0 , Organic Vegetarian Sausage
24952 , 1679 , 55 , 1.0 , Mom's Cole Slaw
24953 , 1679 , 48 , 1.0 , Porky Pig Everloving Bacon
24954 , 1679 , 45 , 1.0 , Porky Pig Big Chops
24955 , 1679 , 67 , 1.0 , Mom's Old Fashioned Mayo
24956 , 1679 , 37 , 1.0 , Uggo Waffles
24957 , 1680 , 13 , 1.0 , pink grapefruit
24958 , 1680 , 77 , 1.0 , Pivotal Baked Beans
24959 , 1680 , 2 , 1.0 , Ooopsi Cola
24960 , 1680 , 68 , 1.0 , Heinz Ketchup Quart Bottle
24961 , 1680 , 19 , 1.0 , dole pineapple
24962 , 1680 , 24 , 1.0 , seedless watermelon
24963 , 1680 , 27 , 1.0 , Pivotal Lo Fat Yoghurt
24964 , 1680 , 41 , 1.0 , 12 inch Dinner Plates
24965 , 1680 , 9 , 1.0 , Kirby cukes
24966 , 1680 , 60 , 1.0 , Organic Whole Wheat Bread
24967 , 1680 , 45 , 1.0 , Porky Pig Big Chops
24968 , 1680 , 15 , 1.0 , Meyer Lemons
24969 , 1680 , 14 , 1.0 , horseradish
24970 , 1680 , 80 , 1.0 , Pivotal Stomach Calmer
24971 , 1680 , 38 , 1.0 , Organic Vegetarian Sausage
24972 , 1680 , 3 , 1.0 , Chateau Potomac Water
24973 , 1680 , 2 , 1.0 , Ooopsi Cola
24974 , 1680 , 19 , 1.0 , dole pineapple
24975 , 1680 , 13 , 1.0 , pink grapefruit
24976 , 1680 , 78 , 1.0 , Jasper's Pizza Sauce
24977 , 1680 , 80 , 1.0 , Pivotal Stomach Calmer
24978 , 1680 , 8 , 1.0 , banana
24979 , 1680 , 9 , 1.0 , Kirby cukes
24980 , 1680 , 54 , 1.0 , Vermonter Mild Cheddar
24981 , 1680 , 46 , 1.0 , Clucker Farms Organic Chicken
24982 , 1681 , 55 , 1.0 , Mom's Cole Slaw
24983 , 1681 , 35 , 1.0 , Maine Wild Blueberries
24984 , 1681 , 57 , 1.0 , Mom's Deli Mustard
24985 , 1681 , 30 , 1.0 , Pivotal 1/2 and 1/2
24986 , 1681 , 56 , 1.0 , Mom's Potato Salad
24987 , 1681 , 67 , 1.0 , Mom's Old Fashioned Mayo
24988 , 1681 , 35 , 1.0 , Maine Wild Blueberries
24989 , 1681 , 19 , 1.0 , dole pineapple
24990 , 1681 , 71 , 1.0 , Mr Peanut Peanut Butter
24991 , 1681 , 68 , 1.0 , Heinz Ketchup Quart Bottle
24992 , 1681 , 55 , 1.0 , Mom's Cole Slaw
24993 , 1681 , 24 , 1.0 , seedless watermelon
24994 , 1681 , 9 , 1.0 , Kirby cukes
24995 , 1681 , 64 , 1.0 , Ballpark Hot Dog Rolls
24996 , 1681 , 6 , 1.0 , Pivotal Smoothie
24997 , 1682 , 51 , 1.0 , Elmer's Roast Beef
24998 , 1682 , 23 , 1.0 , red top turnip
24999 , 1682 , 22 , 1.0 , triple wahsed spinach
25000 , 1682 , 30 , 1.0 , Pivotal 1/2 and 1/2
25001 , 1682 , 3 , 1.0 , Chateau Potomac Water
25002 , 1682 , 25 , 1.0 , ugli fruit
25003 , 1682 , 24 , 1.0 , seedless watermelon
25004 , 1682 , 64 , 1.0 , Ballpark Hot Dog Rolls
25005 , 1682 , 26 , 1.0 , Pivotal 2% Milk
25006 , 1682 , 57 , 1.0 , Mom's Deli Mustard
25007 , 1682 , 26 , 1.0 , Pivotal 2% Milk
25008 , 1682 , 32 , 1.0 , Vermot Extra Sharp Cheddar
25009 , 1682 , 69 , 1.0 , Ball Park Mustard
25010 , 1682 , 64 , 1.0 , Ballpark Hot Dog Rolls
25011 , 1682 , 2 , 1.0 , Ooopsi Cola
25012 , 1682 , 29 , 1.0 , Breakstone Whole Milk Cottage Cheese 
25013 , 1682 , 2 , 1.0 , Ooopsi Cola
25014 , 1682 , 46 , 1.0 , Clucker Farms Organic Chicken
25015 , 1682 , 36 , 1.0 , Jasper's White Pizza
25016 , 1683 , 18 , 1.0 , california navels
25017 , 1683 , 29 , 1.0 , Breakstone Whole Milk Cottage Cheese 
25018 , 1683 , 48 , 1.0 , Porky Pig Everloving Bacon
25019 , 1683 , 49 , 1.0 , Leg of lamb
25020 , 1683 , 4 , 1.0 , PBR
25021 , 1683 , 52 , 1.0 , Porky Pig Smoked Ham
25022 , 1683 , 49 , 1.0 , Leg of lamb
25023 , 1683 , 80 , 1.0 , Pivotal Stomach Calmer
25024 , 1683 , 78 , 1.0 , Jasper's Pizza Sauce
25025 , 1683 , 27 , 1.0 , Pivotal Lo Fat Yoghurt
25026 , 1683 , 58 , 1.0 , Wonder Bread
25027 , 1684 , 61 , 1.0 , Brooklyn Bagel 6 pack
25028 , 1684 , 18 , 1.0 , california navels
25029 , 1684 , 44 , 1.0 , ground beef
25030 , 1684 , 18 , 1.0 , california navels
25031 , 1684 , 32 , 1.0 , Vermot Extra Sharp Cheddar
25032 , 1684 , 47 , 1.0 , Ball Park Franks
25033 , 1684 , 51 , 1.0 , Elmer's Roast Beef
25034 , 1684 , 46 , 1.0 , Clucker Farms Organic Chicken
25035 , 1684 , 27 , 1.0 , Pivotal Lo Fat Yoghurt
25036 , 1684 , 35 , 1.0 , Maine Wild Blueberries
25037 , 1684 , 75 , 1.0 , Happy Valley Diced Tomatoes
25038 , 1684 , 10 , 1.0 , dill
25039 , 1684 , 78 , 1.0 , Jasper's Pizza Sauce
25040 , 1684 , 38 , 1.0 , Organic Vegetarian Sausage
25041 , 1684 , 55 , 1.0 , Mom's Cole Slaw
25042 , 1684 , 52 , 1.0 , Porky Pig Smoked Ham
25043 , 1684 , 5 , 1.0 , Boone Farms Swill
25044 , 1685 , 13 , 1.0 , pink grapefruit
25045 , 1685 , 46 , 1.0 , Clucker Farms Organic Chicken
25046 , 1685 , 59 , 1.0 , Zabar's Old Fahsioned Rye
25047 , 1685 , 19 , 1.0 , dole pineapple
25048 , 1685 , 17 , 1.0 , napa
25049 , 1685 , 51 , 1.0 , Elmer's Roast Beef
25050 , 1685 , 44 , 1.0 , ground beef
25051 , 1685 , 81 , 1.0 , Pivotal Extra Stength Aspirin
25052 , 1685 , 21 , 1.0 , black radish
25053 , 1685 , 55 , 1.0 , Mom's Cole Slaw
25054 , 1685 , 54 , 1.0 , Vermonter Mild Cheddar
25055 , 1685 , 19 , 1.0 , dole pineapple
25056 , 1685 , 42 , 1.0 , Floral Print Napkins
25057 , 1685 , 72 , 1.0 , K-Town Half Sour Pickles
25058 , 1685 , 8 , 1.0 , banana
25059 , 1685 , 10 , 1.0 , dill
25060 , 1685 , 47 , 1.0 , Ball Park Franks
25061 , 1686 , 21 , 1.0 , black radish
25062 , 1686 , 82 , 1.0 , BabyBum Disposable Diapers
25063 , 1686 , 2 , 1.0 , Ooopsi Cola
25064 , 1686 , 24 , 1.0 , seedless watermelon
25065 , 1686 , 2 , 1.0 , Ooopsi Cola
25066 , 1686 , 63 , 1.0 , Mom's extra frosting birthday cake
25067 , 1686 , 40 , 1.0 , Husky Paper towels
25068 , 1686 , 76 , 1.0 , Happy Valley White Peaches
25069 , 1686 , 70 , 1.0 , Homer's Strawberry Jam
25070 , 1686 , 6 , 1.0 , Pivotal Smoothie
25071 , 1686 , 67 , 1.0 , Mom's Old Fashioned Mayo
25072 , 1686 , 65 , 1.0 , Mr Peanut Peanut Oil
25073 , 1686 , 6 , 1.0 , Pivotal Smoothie
25074 , 1686 , 26 , 1.0 , Pivotal 2% Milk
25075 , 1686 , 63 , 1.0 , Mom's extra frosting birthday cake
25076 , 1686 , 9 , 1.0 , Kirby cukes
25077 , 1686 , 8 , 1.0 , banana
25078 , 1686 , 29 , 1.0 , Breakstone Whole Milk Cottage Cheese 
25079 , 1686 , 7 , 1.0 , pink lady
25080 , 1686 , 10 , 1.0 , dill
25081 , 1686 , 33 , 1.0 , Ben and Jerry's Cherry Garcia
25082 , 1686 , 81 , 1.0 , Pivotal Extra Stength Aspirin
25083 , 1687 , 46 , 1.0 , Clucker Farms Organic Chicken
25084 , 1687 , 13 , 1.0 , pink grapefruit
25085 , 1687 , 42 , 1.0 , Floral Print Napkins
25086 , 1687 , 77 , 1.0 , Pivotal Baked Beans
25087 , 1687 , 3 , 1.0 , Chateau Potomac Water
25088 , 1687 , 76 , 1.0 , Happy Valley White Peaches
25089 , 1687 , 59 , 1.0 , Zabar's Old Fahsioned Rye
25090 , 1687 , 19 , 1.0 , dole pineapple
25091 , 1687 , 26 , 1.0 , Pivotal 2% Milk
25092 , 1687 , 8 , 1.0 , banana
25093 , 1687 , 73 , 1.0 , Happy Valley Sweet Corn
25094 , 1687 , 18 , 1.0 , california navels
25095 , 1687 , 28 , 1.0 , Land O Lakes Butter
25096 , 1688 , 29 , 1.0 , Breakstone Whole Milk Cottage Cheese 
25097 , 1688 , 59 , 1.0 , Zabar's Old Fahsioned Rye
25098 , 1688 , 82 , 1.0 , BabyBum Disposable Diapers
25099 , 1688 , 22 , 1.0 , triple wahsed spinach
25100 , 1688 , 13 , 1.0 , pink grapefruit
25101 , 1688 , 61 , 1.0 , Brooklyn Bagel 6 pack
25102 , 1688 , 23 , 1.0 , red top turnip
25103 , 1688 , 75 , 1.0 , Happy Valley Diced Tomatoes
25104 , 1688 , 16 , 1.0 , Honeydew
25105 , 1688 , 25 , 1.0 , ugli fruit
25106 , 1688 , 4 , 1.0 , PBR
25107 , 1689 , 62 , 1.0 , Donut King 6 pack
25108 , 1689 , 69 , 1.0 , Ball Park Mustard
25109 , 1689 , 54 , 1.0 , Vermonter Mild Cheddar
25110 , 1689 , 75 , 1.0 , Happy Valley Diced Tomatoes
25111 , 1689 , 31 , 1.0 , Free Range Extra Large
25112 , 1689 , 15 , 1.0 , Meyer Lemons
25113 , 1689 , 69 , 1.0 , Ball Park Mustard
25114 , 1689 , 57 , 1.0 , Mom's Deli Mustard
25115 , 1689 , 74 , 1.0 , Happy Valley Green Beans
25116 , 1689 , 54 , 1.0 , Vermonter Mild Cheddar
25117 , 1689 , 74 , 1.0 , Happy Valley Green Beans
25118 , 1689 , 4 , 1.0 , PBR
25119 , 1689 , 2 , 1.0 , Ooopsi Cola
25120 , 1689 , 15 , 1.0 , Meyer Lemons
25121 , 1689 , 23 , 1.0 , red top turnip
25122 , 1689 , 11 , 1.0 , white eggplant
25123 , 1689 , 65 , 1.0 , Mr Peanut Peanut Oil
25124 , 1689 , 32 , 1.0 , Vermot Extra Sharp Cheddar
25125 , 1689 , 68 , 1.0 , Heinz Ketchup Quart Bottle
25126 , 1689 , 17 , 1.0 , napa
25127 , 1689 , 63 , 1.0 , Mom's extra frosting birthday cake
25128 , 1689 , 38 , 1.0 , Organic Vegetarian Sausage
25129 , 1689 , 75 , 1.0 , Happy Valley Diced Tomatoes
25130 , 1689 , 21 , 1.0 , black radish
25131 , 1689 , 71 , 1.0 , Mr Peanut Peanut Butter
25132 , 1690 , 60 , 1.0 , Organic Whole Wheat Bread
25133 , 1690 , 10 , 1.0 , dill
25134 , 1690 , 40 , 1.0 , Husky Paper towels
25135 , 1690 , 80 , 1.0 , Pivotal Stomach Calmer
25136 , 1690 , 30 , 1.0 , Pivotal 1/2 and 1/2
25137 , 1690 , 15 , 1.0 , Meyer Lemons
25138 , 1690 , 11 , 1.0 , white eggplant
25139 , 1690 , 17 , 1.0 , napa
25140 , 1690 , 27 , 1.0 , Pivotal Lo Fat Yoghurt
25141 , 1690 , 50 , 1.0 , Kosher salami
25142 , 1690 , 1 , 1.0 , Pivotal Apple Juice
25143 , 1691 , 75 , 1.0 , Happy Valley Diced Tomatoes
25144 , 1691 , 82 , 1.0 , BabyBum Disposable Diapers
25145 , 1691 , 35 , 1.0 , Maine Wild Blueberries
25146 , 1691 , 14 , 1.0 , horseradish
25147 , 1691 , 8 , 1.0 , banana
25148 , 1691 , 72 , 1.0 , K-Town Half Sour Pickles
25149 , 1691 , 81 , 1.0 , Pivotal Extra Stength Aspirin
25150 , 1691 , 2 , 1.0 , Ooopsi Cola
25151 , 1691 , 73 , 1.0 , Happy Valley Sweet Corn
25152 , 1691 , 67 , 1.0 , Mom's Old Fashioned Mayo
25153 , 1691 , 24 , 1.0 , seedless watermelon
25154 , 1691 , 82 , 1.0 , BabyBum Disposable Diapers
25155 , 1691 , 72 , 1.0 , K-Town Half Sour Pickles
25156 , 1691 , 82 , 1.0 , BabyBum Disposable Diapers
25157 , 1691 , 32 , 1.0 , Vermot Extra Sharp Cheddar
25158 , 1691 , 30 , 1.0 , Pivotal 1/2 and 1/2
25159 , 1691 , 8 , 1.0 , banana
25160 , 1691 , 31 , 1.0 , Free Range Extra Large
25161 , 1691 , 30 , 1.0 , Pivotal 1/2 and 1/2
25162 , 1692 , 25 , 1.0 , ugli fruit
25163 , 1692 , 68 , 1.0 , Heinz Ketchup Quart Bottle
25164 , 1692 , 24 , 1.0 , seedless watermelon
25165 , 1692 , 56 , 1.0 , Mom's Potato Salad
25166 , 1692 , 50 , 1.0 , Kosher salami
25167 , 1692 , 80 , 1.0 , Pivotal Stomach Calmer
25168 , 1692 , 68 , 1.0 , Heinz Ketchup Quart Bottle
25169 , 1692 , 47 , 1.0 , Ball Park Franks
25170 , 1693 , 53 , 1.0 , Old Zurich Swiss Cheese
25171 , 1693 , 10 , 1.0 , dill
25172 , 1693 , 67 , 1.0 , Mom's Old Fashioned Mayo
25173 , 1693 , 54 , 1.0 , Vermonter Mild Cheddar
25174 , 1693 , 54 , 1.0 , Vermonter Mild Cheddar
25175 , 1693 , 40 , 1.0 , Husky Paper towels
25176 , 1693 , 2 , 1.0 , Ooopsi Cola
25177 , 1694 , 48 , 1.0 , Porky Pig Everloving Bacon
25178 , 1694 , 31 , 1.0 , Free Range Extra Large
25179 , 1694 , 8 , 1.0 , banana
25180 , 1694 , 40 , 1.0 , Husky Paper towels
25181 , 1694 , 34 , 1.0 , Pivotal Small Frozen Peas
25182 , 1694 , 19 , 1.0 , dole pineapple
25183 , 1694 , 50 , 1.0 , Kosher salami
25184 , 1694 , 48 , 1.0 , Porky Pig Everloving Bacon
25185 , 1694 , 44 , 1.0 , ground beef
25186 , 1694 , 54 , 1.0 , Vermonter Mild Cheddar
25187 , 1694 , 33 , 1.0 , Ben and Jerry's Cherry Garcia
25188 , 1694 , 81 , 1.0 , Pivotal Extra Stength Aspirin
25189 , 1694 , 72 , 1.0 , K-Town Half Sour Pickles
25190 , 1694 , 27 , 1.0 , Pivotal Lo Fat Yoghurt
25191 , 1694 , 12 , 1.0 , fennel
25192 , 1694 , 60 , 1.0 , Organic Whole Wheat Bread
25193 , 1694 , 55 , 1.0 , Mom's Cole Slaw
25194 , 1694 , 2 , 1.0 , Ooopsi Cola
25195 , 1694 , 50 , 1.0 , Kosher salami
25196 , 1694 , 16 , 1.0 , Honeydew
25197 , 1694 , 5 , 1.0 , Boone Farms Swill
25198 , 1694 , 66 , 1.0 , Old Italy Olive Oil
25199 , 1694 , 27 , 1.0 , Pivotal Lo Fat Yoghurt
25200 , 1694 , 34 , 1.0 , Pivotal Small Frozen Peas
25201 , 1694 , 74 , 1.0 , Happy Valley Green Beans
25202 , 1695 , 77 , 1.0 , Pivotal Baked Beans
25203 , 1695 , 32 , 1.0 , Vermot Extra Sharp Cheddar
25204 , 1695 , 4 , 1.0 , PBR
25205 , 1695 , 48 , 1.0 , Porky Pig Everloving Bacon
25206 , 1695 , 56 , 1.0 , Mom's Potato Salad
25207 , 1695 , 32 , 1.0 , Vermot Extra Sharp Cheddar
25208 , 1695 , 22 , 1.0 , triple wahsed spinach
25209 , 1695 , 64 , 1.0 , Ballpark Hot Dog Rolls
25210 , 1695 , 81 , 1.0 , Pivotal Extra Stength Aspirin
25211 , 1695 , 5 , 1.0 , Boone Farms Swill
25212 , 1695 , 48 , 1.0 , Porky Pig Everloving Bacon
25213 , 1695 , 7 , 1.0 , pink lady
25214 , 1695 , 12 , 1.0 , fennel
25215 , 1695 , 72 , 1.0 , K-Town Half Sour Pickles
25216 , 1695 , 81 , 1.0 , Pivotal Extra Stength Aspirin
25217 , 1695 , 8 , 1.0 , banana
25218 , 1695 , 3 , 1.0 , Chateau Potomac Water
25219 , 1695 , 52 , 1.0 , Porky Pig Smoked Ham
25220 , 1695 , 22 , 1.0 , triple wahsed spinach
25221 , 1695 , 1 , 1.0 , Pivotal Apple Juice
25222 , 1695 , 29 , 1.0 , Breakstone Whole Milk Cottage Cheese 
25223 , 1696 , 15 , 1.0 , Meyer Lemons
25224 , 1696 , 77 , 1.0 , Pivotal Baked Beans
25225 , 1696 , 24 , 1.0 , seedless watermelon
25226 , 1696 , 47 , 1.0 , Ball Park Franks
25227 , 1696 , 4 , 1.0 , PBR
25228 , 1696 , 6 , 1.0 , Pivotal Smoothie
25229 , 1696 , 62 , 1.0 , Donut King 6 pack
25230 , 1696 , 50 , 1.0 , Kosher salami
25231 , 1696 , 35 , 1.0 , Maine Wild Blueberries
25232 , 1697 , 75 , 1.0 , Happy Valley Diced Tomatoes
25233 , 1697 , 23 , 1.0 , red top turnip
25234 , 1697 , 49 , 1.0 , Leg of lamb
25235 , 1697 , 36 , 1.0 , Jasper's White Pizza
25236 , 1697 , 6 , 1.0 , Pivotal Smoothie
25237 , 1697 , 47 , 1.0 , Ball Park Franks
25238 , 1697 , 20 , 1.0 , quince ?
25239 , 1697 , 54 , 1.0 , Vermonter Mild Cheddar
25240 , 1697 , 51 , 1.0 , Elmer's Roast Beef
25241 , 1697 , 77 , 1.0 , Pivotal Baked Beans
25242 , 1697 , 12 , 1.0 , fennel
25243 , 1697 , 77 , 1.0 , Pivotal Baked Beans
25244 , 1697 , 61 , 1.0 , Brooklyn Bagel 6 pack
25245 , 1697 , 29 , 1.0 , Breakstone Whole Milk Cottage Cheese 
25246 , 1697 , 65 , 1.0 , Mr Peanut Peanut Oil
25247 , 1697 , 39 , 1.0 , Pivotal Soft and Smooth 24 pack
25248 , 1697 , 22 , 1.0 , triple wahsed spinach
25249 , 1697 , 42 , 1.0 , Floral Print Napkins
25250 , 1697 , 54 , 1.0 , Vermonter Mild Cheddar
25251 , 1697 , 32 , 1.0 , Vermot Extra Sharp Cheddar
25252 , 1697 , 3 , 1.0 , Chateau Potomac Water
25253 , 1697 , 65 , 1.0 , Mr Peanut Peanut Oil
25254 , 1697 , 31 , 1.0 , Free Range Extra Large
25255 , 1698 , 54 , 1.0 , Vermonter Mild Cheddar
25256 , 1698 , 53 , 1.0 , Old Zurich Swiss Cheese
25257 , 1698 , 3 , 1.0 , Chateau Potomac Water
25258 , 1698 , 18 , 1.0 , california navels
25259 , 1698 , 11 , 1.0 , white eggplant
25260 , 1698 , 38 , 1.0 , Organic Vegetarian Sausage
25261 , 1698 , 51 , 1.0 , Elmer's Roast Beef
25262 , 1698 , 31 , 1.0 , Free Range Extra Large
25263 , 1698 , 33 , 1.0 , Ben and Jerry's Cherry Garcia
25264 , 1698 , 52 , 1.0 , Porky Pig Smoked Ham
25265 , 1698 , 81 , 1.0 , Pivotal Extra Stength Aspirin
25266 , 1698 , 50 , 1.0 , Kosher salami
25267 , 1698 , 44 , 1.0 , ground beef
25268 , 1698 , 40 , 1.0 , Husky Paper towels
25269 , 1698 , 68 , 1.0 , Heinz Ketchup Quart Bottle
25270 , 1698 , 19 , 1.0 , dole pineapple
25271 , 1698 , 43 , 1.0 , T-bone steak
25272 , 1698 , 74 , 1.0 , Happy Valley Green Beans
25273 , 1698 , 35 , 1.0 , Maine Wild Blueberries
25274 , 1698 , 19 , 1.0 , dole pineapple
25275 , 1698 , 63 , 1.0 , Mom's extra frosting birthday cake
25276 , 1699 , 77 , 1.0 , Pivotal Baked Beans
25277 , 1699 , 28 , 1.0 , Land O Lakes Butter
25278 , 1699 , 28 , 1.0 , Land O Lakes Butter
25279 , 1699 , 62 , 1.0 , Donut King 6 pack
25280 , 1699 , 36 , 1.0 , Jasper's White Pizza
25281 , 1699 , 24 , 1.0 , seedless watermelon
25282 , 1699 , 67 , 1.0 , Mom's Old Fashioned Mayo
25283 , 1699 , 5 , 1.0 , Boone Farms Swill
25284 , 1699 , 47 , 1.0 , Ball Park Franks
25285 , 1699 , 69 , 1.0 , Ball Park Mustard
25286 , 1699 , 3 , 1.0 , Chateau Potomac Water
25287 , 1699 , 81 , 1.0 , Pivotal Extra Stength Aspirin
25288 , 1699 , 44 , 1.0 , ground beef
25289 , 1700 , 41 , 1.0 , 12 inch Dinner Plates
25290 , 1700 , 11 , 1.0 , white eggplant
25291 , 1700 , 13 , 1.0 , pink grapefruit
25292 , 1700 , 49 , 1.0 , Leg of lamb
25293 , 1700 , 7 , 1.0 , pink lady
25294 , 1700 , 73 , 1.0 , Happy Valley Sweet Corn
25295 , 1700 , 38 , 1.0 , Organic Vegetarian Sausage
25296 , 1700 , 58 , 1.0 , Wonder Bread
25297 , 1700 , 55 , 1.0 , Mom's Cole Slaw
25298 , 1700 , 58 , 1.0 , Wonder Bread
